Generated by Rfunction:  Get.alv.mw41.edt.func2 
============> Radisonde_info:
RS_type:        RS92
RS_config:      2.02
RS_serialnum:   G3043154
RS_freq:        405.3
RS__windtype:   ccGPS
=============> Station_info:
Station:        ALVICE_RS92SGP
Latitude:       39.0563
Longitude:      -76.8755
Altitude:       53
SW version:     MW41 2.2.0
Start time:     2020-01-23 06:46:40
=============> Variables & units - Vaisala EDT
NA_numeric value:  -9999
NA_string:  xx or NA
-----------------------------
	  Variable       Unit
	      time        sec
	        xx         NA
	        Ta          K
	        RH          %
	   v(S->N)        m/s
	   u(E->W)        m/s
	    Height          m
	     press        hPa
	        Td          K
	        MR       g/Kg
	        DD        dgr
	        FF        m/s
	        xx         NA
	        xx         NA
	        xx         NA
	       Lon        dgr
	       Lat        dgr
	        xx         NA
	        xx         NA
	        xx         NA
=============> Data:
1152.49  -9999.    239.95 5.97e+01      2.81     12.83       7781.5    373.85    234.73 3.70e-01     257.66     13.13  -9999.  -9999.  -9999.   -76.8348    39.0944  -9999.  -9999.  -9999.
1153.49  -9999.    239.94 5.93e+01      2.76     12.92       7788.4    373.49    234.66 3.68e-01     257.94     13.21  -9999.  -9999.  -9999.   -76.8347    39.0944  -9999.  -9999.  -9999.
1154.49  -9999.    239.92 5.89e+01      2.71     13.02       7795.7    373.10    234.58 3.65e-01     258.23     13.30  -9999.  -9999.  -9999.   -76.8346    39.0944  -9999.  -9999.  -9999.
1155.49  -9999.    239.91 5.85e+01      2.66     13.13       7803.1    372.71    234.50 3.63e-01     258.53     13.39  -9999.  -9999.  -9999.   -76.8345    39.0944  -9999.  -9999.  -9999.
1156.49  -9999.    239.89 5.84e+01      2.61     13.24       7810.2    372.33    234.46 3.62e-01     258.84     13.49  -9999.  -9999.  -9999.   -76.8343    39.0944  -9999.  -9999.  -9999.
1157.49  -9999.    239.86 5.85e+01      2.56     13.36       7817.1    371.97    234.45 3.62e-01     259.16     13.60  -9999.  -9999.  -9999.   -76.8341    39.0944  -9999.  -9999.  -9999.
1158.49  -9999.    239.82 5.88e+01      2.50     13.49       7824.2    371.59    234.45 3.62e-01     259.48     13.72  -9999.  -9999.  -9999.   -76.8339    39.0944  -9999.  -9999.  -9999.
1159.49  -9999.    239.76 5.92e+01      2.45     13.62       7831.7    371.19    234.47 3.63e-01     259.82     13.84  -9999.  -9999.  -9999.   -76.8337    39.0945  -9999.  -9999.  -9999.
1160.49  -9999.    239.70 5.97e+01      2.39     13.76       7839.2    370.79    234.49 3.64e-01     260.15     13.97  -9999.  -9999.  -9999.   -76.8335    39.0945  -9999.  -9999.  -9999.
1161.49  -9999.    239.64 6.03e+01      2.33     13.90       7846.9    370.39    234.53 3.66e-01     260.48     14.10  -9999.  -9999.  -9999.   -76.8333    39.0946  -9999.  -9999.  -9999.
1162.49  -9999.    239.57 6.10e+01      2.27     14.05       7854.8    369.97    234.58 3.68e-01     260.81     14.23  -9999.  -9999.  -9999.   -76.8332    39.0947  -9999.  -9999.  -9999.
1163.49  -9999.    239.51 6.17e+01      2.21     14.19       7862.4    369.57    234.64 3.71e-01     261.13     14.36  -9999.  -9999.  -9999.   -76.8330    39.0947  -9999.  -9999.  -9999.
1164.49  -9999.    239.45 6.25e+01      2.16     14.34       7869.6    369.19    234.71 3.74e-01     261.45     14.50  -9999.  -9999.  -9999.   -76.8329    39.0947  -9999.  -9999.  -9999.
1165.49  -9999.    239.39 6.31e+01      2.10     14.49       7876.2    368.84    234.76 3.76e-01     261.75     14.64  -9999.  -9999.  -9999.   -76.8328    39.0947  -9999.  -9999.  -9999.
1166.49  -9999.    239.34 6.37e+01      2.04     14.64       7882.4    368.51    234.79 3.78e-01     262.05     14.78  -9999.  -9999.  -9999.   -76.8327    39.0947  -9999.  -9999.  -9999.
1167.49  -9999.    239.29 6.42e+01      1.99     14.80       7888.7    368.19    234.82 3.79e-01     262.35     14.93  -9999.  -9999.  -9999.   -76.8325    39.0946  -9999.  -9999.  -9999.
1168.49  -9999.    239.23 6.47e+01      1.93     14.95       7895.3    367.84    234.85 3.81e-01     262.64     15.07  -9999.  -9999.  -9999.   -76.8323    39.0946  -9999.  -9999.  -9999.
1169.49  -9999.    239.17 6.53e+01      1.87     15.10       7902.2    367.47    234.88 3.82e-01     262.93     15.22  -9999.  -9999.  -9999.   -76.8321    39.0946  -9999.  -9999.  -9999.
1170.49  -9999.    239.10 6.60e+01      1.81     15.25       7909.6    367.09    234.91 3.84e-01     263.22     15.35  -9999.  -9999.  -9999.   -76.8319    39.0946  -9999.  -9999.  -9999.
1171.49  -9999.    239.03 6.67e+01      1.75     15.39       7917.3    366.68    234.94 3.86e-01     263.52     15.49  -9999.  -9999.  -9999.   -76.8317    39.0946  -9999.  -9999.  -9999.
1172.49  -9999.    238.98 6.74e+01      1.68     15.53       7925.2    366.27    235.00 3.88e-01     263.82     15.62  -9999.  -9999.  -9999.   -76.8315    39.0947  -9999.  -9999.  -9999.
1173.49  -9999.    238.92 6.82e+01      1.61     15.65       7932.8    365.87    235.06 3.91e-01     264.12     15.73  -9999.  -9999.  -9999.   -76.8313    39.0948  -9999.  -9999.  -9999.
1174.49  -9999.    238.87 6.90e+01      1.54     15.77       7940.1    365.49    235.12 3.94e-01     264.41     15.84  -9999.  -9999.  -9999.   -76.8311    39.0948  -9999.  -9999.  -9999.
1175.49  -9999.    238.81 6.97e+01      1.47     15.87       7947.1    365.13    235.17 3.96e-01     264.70     15.94  -9999.  -9999.  -9999.   -76.8310    39.0949  -9999.  -9999.  -9999.
1176.49  -9999.    238.76 7.04e+01      1.40     15.97       7954.1    364.76    235.22 3.98e-01     264.99     16.03  -9999.  -9999.  -9999.   -76.8309    39.0949  -9999.  -9999.  -9999.
1177.49  -9999.    238.72 7.11e+01      1.33     16.05       7961.4    364.38    235.28 4.01e-01     265.28     16.11  -9999.  -9999.  -9999.   -76.8307    39.0949  -9999.  -9999.  -9999.
1178.49  -9999.    238.69 7.19e+01      1.25     16.13       7968.9    363.99    235.37 4.05e-01     265.56     16.18  -9999.  -9999.  -9999.   -76.8306    39.0948  -9999.  -9999.  -9999.
1179.49  -9999.    238.67 7.28e+01      1.17     16.19       7976.3    363.60    235.46 4.10e-01     265.85     16.23  -9999.  -9999.  -9999.   -76.8303    39.0948  -9999.  -9999.  -9999.
1180.49  -9999.    238.65 7.37e+01      1.09     16.24       7983.4    363.23    235.57 4.14e-01     266.16     16.28  -9999.  -9999.  -9999.   -76.8301    39.0948  -9999.  -9999.  -9999.
1181.49  -9999.    238.63 7.46e+01      1.00     16.28       7990.5    362.87    235.67 4.19e-01     266.47     16.31  -9999.  -9999.  -9999.   -76.8298    39.0948  -9999.  -9999.  -9999.
1182.49  -9999.    238.61 7.54e+01      0.91     16.30       7997.8    362.49    235.76 4.23e-01     266.80     16.33  -9999.  -9999.  -9999.   -76.8296    39.0948  -9999.  -9999.  -9999.
1183.49  -9999.    238.58 7.62e+01      0.81     16.31       8005.3    362.10    235.84 4.27e-01     267.14     16.33  -9999.  -9999.  -9999.   -76.8293    39.0949  -9999.  -9999.  -9999.
1184.49  -9999.    238.55 7.67e+01      0.71     16.31       8012.9    361.70    235.86 4.28e-01     267.49     16.33  -9999.  -9999.  -9999.   -76.8291    39.0949  -9999.  -9999.  -9999.
1185.49  -9999.    238.50 7.69e+01      0.61     16.29       8020.6    361.30    235.84 4.28e-01     267.84     16.30  -9999.  -9999.  -9999.   -76.8289    39.0950  -9999.  -9999.  -9999.
1186.49  -9999.    238.44 7.70e+01      0.51     16.26       8028.3    360.90    235.79 4.26e-01     268.20     16.27  -9999.  -9999.  -9999.   -76.8288    39.0950  -9999.  -9999.  -9999.
1187.49  -9999.    238.37 7.69e+01      0.41     16.22       8036.0    360.51    235.72 4.24e-01     268.56     16.22  -9999.  -9999.  -9999.   -76.8286    39.0950  -9999.  -9999.  -9999.
1188.49  -9999.    238.31 7.67e+01      0.30     16.16       8043.4    360.13    235.64 4.21e-01     268.92     16.16  -9999.  -9999.  -9999.   -76.8285    39.0950  -9999.  -9999.  -9999.
1189.49  -9999.    238.25 7.65e+01      0.20     16.09       8050.0    359.78    235.56 4.18e-01     269.29     16.09  -9999.  -9999.  -9999.   -76.8282    39.0949  -9999.  -9999.  -9999.
1190.49  -9999.    238.21 7.63e+01      0.09     16.02       8056.5    359.45    235.48 4.15e-01     269.67     16.02  -9999.  -9999.  -9999.   -76.8280    39.0949  -9999.  -9999.  -9999.
1191.49  -9999.    238.16 7.60e+01     -0.01     15.95       8063.4    359.10    235.40 4.12e-01     270.05     15.95  -9999.  -9999.  -9999.   -76.8278    39.0949  -9999.  -9999.  -9999.
1192.49  -9999.    238.10 7.57e+01     -0.12     15.87       8070.6    358.72    235.31 4.08e-01     270.42     15.87  -9999.  -9999.  -9999.   -76.8276    39.0948  -9999.  -9999.  -9999.
1193.49  -9999.    238.05 7.54e+01     -0.22     15.79       8077.8    358.35    235.22 4.05e-01     270.79     15.79  -9999.  -9999.  -9999.   -76.8274    39.0948  -9999.  -9999.  -9999.
1194.49  -9999.    238.01 7.51e+01     -0.32     15.70       8084.7    358.00    235.14 4.02e-01     271.15     15.71  -9999.  -9999.  -9999.   -76.8272    39.0949  -9999.  -9999.  -9999.
1195.49  -9999.    237.97 7.48e+01     -0.40     15.62       8091.8    357.64    235.05 3.99e-01     271.48     15.62  -9999.  -9999.  -9999.   -76.8271    39.0949  -9999.  -9999.  -9999.
1196.49  -9999.    237.93 7.43e+01     -0.49     15.53       8099.0    357.27    234.96 3.96e-01     271.80     15.54  -9999.  -9999.  -9999.   -76.8270    39.0950  -9999.  -9999.  -9999.
1197.49  -9999.    237.89 7.38e+01     -0.56     15.45       8106.2    356.89    234.85 3.92e-01     272.09     15.46  -9999.  -9999.  -9999.   -76.8268    39.0950  -9999.  -9999.  -9999.
1198.49  -9999.    237.86 7.33e+01     -0.63     15.36       8113.3    356.53    234.75 3.88e-01     272.36     15.37  -9999.  -9999.  -9999.   -76.8267    39.0950  -9999.  -9999.  -9999.
1199.49  -9999.    237.83 7.28e+01     -0.70     15.28       8120.3    356.17    234.65 3.85e-01     272.62     15.30  -9999.  -9999.  -9999.   -76.8265    39.0949  -9999.  -9999.  -9999.
1200.49  -9999.    237.82 7.23e+01     -0.76     15.21       8127.1    355.83    234.57 3.82e-01     272.86     15.22  -9999.  -9999.  -9999.   -76.8263    39.0949  -9999.  -9999.  -9999.
1201.49  -9999.    237.82 7.17e+01     -0.81     15.14       8133.6    355.49    234.49 3.79e-01     273.07     15.16  -9999.  -9999.  -9999.   -76.8261    39.0948  -9999.  -9999.  -9999.
1202.49  -9999.    237.81 7.10e+01     -0.86     15.08       8140.0    355.17    234.39 3.76e-01     273.26     15.11  -9999.  -9999.  -9999.   -76.8259    39.0947  -9999.  -9999.  -9999.
1203.49  -9999.    237.79 7.01e+01     -0.89     15.03       8146.7    354.82    234.23 3.70e-01     273.41     15.06  -9999.  -9999.  -9999.   -76.8258    39.0947  -9999.  -9999.  -9999.
1204.49  -9999.    237.76 6.87e+01     -0.92     14.99       8153.9    354.46    234.02 3.62e-01     273.52     15.02  -9999.  -9999.  -9999.   -76.8256    39.0947  -9999.  -9999.  -9999.
1205.49  -9999.    237.74 6.69e+01     -0.94     14.97       8161.4    354.08    233.75 3.53e-01     273.59     15.00  -9999.  -9999.  -9999.   -76.8255    39.0947  -9999.  -9999.  -9999.
1206.49  -9999.    237.74 6.50e+01     -0.95     14.95       8168.7    353.71    233.45 3.43e-01     273.64     14.98  -9999.  -9999.  -9999.   -76.8253    39.0948  -9999.  -9999.  -9999.
1207.49  -9999.    237.74 6.30e+01     -0.95     14.94       8175.3    353.37    233.14 3.32e-01     273.64     14.97  -9999.  -9999.  -9999.   -76.8252    39.0948  -9999.  -9999.  -9999.
1208.49  -9999.    237.75 6.10e+01     -0.94     14.94       8181.7    353.05    232.85 3.23e-01     273.62     14.97  -9999.  -9999.  -9999.   -76.8250    39.0948  -9999.  -9999.  -9999.
1209.49  -9999.    237.75 5.91e+01     -0.93     14.96       8188.5    352.70    232.55 3.13e-01     273.56     14.99  -9999.  -9999.  -9999.   -76.8248    39.0948  -9999.  -9999.  -9999.
1210.49  -9999.    237.75 5.75e+01     -0.91     14.99       8196.2    352.31    232.27 3.05e-01     273.46     15.01  -9999.  -9999.  -9999.   -76.8245    39.0948  -9999.  -9999.  -9999.
1211.49  -9999.    237.71 5.63e+01     -0.88     15.02       8204.2    351.91    232.04 2.98e-01     273.34     15.05  -9999.  -9999.  -9999.   -76.8243    39.0948  -9999.  -9999.  -9999.
1212.49  -9999.    237.66 5.54e+01     -0.84     15.07       8212.0    351.51    231.84 2.92e-01     273.18     15.09  -9999.  -9999.  -9999.   -76.8241    39.0948  -9999.  -9999.  -9999.
1213.49  -9999.    237.62 5.47e+01     -0.79     15.12       8219.1    351.16    231.68 2.87e-01     273.01     15.15  -9999.  -9999.  -9999.   -76.8239    39.0947  -9999.  -9999.  -9999.
1214.49  -9999.    237.61 5.40e+01     -0.75     15.19       8225.6    350.83    231.54 2.83e-01     272.81     15.21  -9999.  -9999.  -9999.   -76.8238    39.0947  -9999.  -9999.  -9999.
1215.49  -9999.    237.62 5.32e+01     -0.69     15.27       8231.9    350.51    231.41 2.80e-01     272.60     15.28  -9999.  -9999.  -9999.   -76.8237    39.0946  -9999.  -9999.  -9999.
1216.49  -9999.    237.64 5.24e+01     -0.64     15.35       8238.4    350.18    231.28 2.76e-01     272.37     15.37  -9999.  -9999.  -9999.   -76.8236    39.0946  -9999.  -9999.  -9999.
1217.49  -9999.    237.65 5.18e+01     -0.57     15.45       8245.3    349.84    231.19 2.74e-01     272.13     15.46  -9999.  -9999.  -9999.   -76.8235    39.0946  -9999.  -9999.  -9999.
1218.49  -9999.    237.64 5.16e+01     -0.51     15.55       8252.6    349.47    231.14 2.73e-01     271.87     15.56  -9999.  -9999.  -9999.   -76.8234    39.0946  -9999.  -9999.  -9999.
1219.49  -9999.    237.63 5.16e+01     -0.44     15.66       8260.2    349.08    231.12 2.73e-01     271.60     15.67  -9999.  -9999.  -9999.   -76.8232    39.0946  -9999.  -9999.  -9999.
1220.49  -9999.    237.62 5.17e+01     -0.36     15.78       8267.8    348.71    231.12 2.73e-01     271.31     15.78  -9999.  -9999.  -9999.   -76.8230    39.0946  -9999.  -9999.  -9999.
1221.49  -9999.    237.61 5.17e+01     -0.28     15.90       8275.0    348.35    231.13 2.74e-01     271.03     15.90  -9999.  -9999.  -9999.   -76.8227    39.0947  -9999.  -9999.  -9999.
1222.49  -9999.    237.59 5.19e+01     -0.21     16.02       8282.1    347.99    231.14 2.74e-01     270.73     16.02  -9999.  -9999.  -9999.   -76.8225    39.0947  -9999.  -9999.  -9999.
1223.49  -9999.    237.55 5.20e+01     -0.12     16.14       8289.3    347.63    231.13 2.74e-01     270.44     16.15  -9999.  -9999.  -9999.   -76.8223    39.0947  -9999.  -9999.  -9999.
1224.49  -9999.    237.51 5.20e+01     -0.04     16.27       8296.4    347.28    231.08 2.73e-01     270.15     16.27  -9999.  -9999.  -9999.   -76.8220    39.0947  -9999.  -9999.  -9999.
1225.49  -9999.    237.47 5.17e+01      0.04     16.40       8303.3    346.93    230.99 2.70e-01     269.86     16.40  -9999.  -9999.  -9999.   -76.8218    39.0947  -9999.  -9999.  -9999.
1226.49  -9999.    237.44 5.12e+01      0.12     16.53       8310.0    346.60    230.88 2.68e-01     269.57     16.53  -9999.  -9999.  -9999.   -76.8217    39.0947  -9999.  -9999.  -9999.
1227.49  -9999.    237.42 5.06e+01      0.21     16.65       8316.7    346.26    230.75 2.64e-01     269.29     16.65  -9999.  -9999.  -9999.   -76.8216    39.0947  -9999.  -9999.  -9999.
1228.49  -9999.    237.41 4.98e+01      0.29     16.77       8323.6    345.92    230.58 2.60e-01     269.00     16.77  -9999.  -9999.  -9999.   -76.8214    39.0947  -9999.  -9999.  -9999.
1229.49  -9999.    237.41 4.88e+01      0.38     16.88       8330.6    345.57    230.39 2.55e-01     268.72     16.89  -9999.  -9999.  -9999.   -76.8213    39.0947  -9999.  -9999.  -9999.
1230.49  -9999.    237.39 4.80e+01      0.46     16.99       8337.7    345.22    230.21 2.50e-01     268.44     17.00  -9999.  -9999.  -9999.   -76.8211    39.0947  -9999.  -9999.  -9999.
1231.49  -9999.    237.38 4.73e+01      0.55     17.09       8345.0    344.86    230.07 2.47e-01     268.16     17.10  -9999.  -9999.  -9999.   -76.8209    39.0946  -9999.  -9999.  -9999.
1232.49  -9999.    237.36 4.69e+01      0.63     17.18       8352.2    344.50    229.97 2.45e-01     267.89     17.19  -9999.  -9999.  -9999.   -76.8207    39.0946  -9999.  -9999.  -9999.
1233.49  -9999.    237.33 4.66e+01      0.71     17.26       8359.2    344.15    229.88 2.43e-01     267.63     17.28  -9999.  -9999.  -9999.   -76.8204    39.0946  -9999.  -9999.  -9999.
1234.49  -9999.    237.30 4.64e+01      0.79     17.34       8366.2    343.80    229.81 2.41e-01     267.37     17.36  -9999.  -9999.  -9999.   -76.8201    39.0946  -9999.  -9999.  -9999.
1235.49  -9999.    237.25 4.63e+01      0.88     17.41       8373.4    343.45    229.75 2.40e-01     267.12     17.43  -9999.  -9999.  -9999.   -76.8199    39.0946  -9999.  -9999.  -9999.
1236.49  -9999.    237.19 4.63e+01      0.96     17.47       8381.1    343.07    229.68 2.38e-01     266.87     17.49  -9999.  -9999.  -9999.   -76.8197    39.0947  -9999.  -9999.  -9999.
1237.49  -9999.    237.13 4.62e+01      1.04     17.52       8388.6    342.70    229.60 2.36e-01     266.62     17.55  -9999.  -9999.  -9999.   -76.8195    39.0947  -9999.  -9999.  -9999.
1238.49  -9999.    237.07 4.60e+01      1.12     17.55       8395.4    342.36    229.52 2.35e-01     266.36     17.59  -9999.  -9999.  -9999.   -76.8193    39.0947  -9999.  -9999.  -9999.
1239.49  -9999.    237.03 4.58e+01      1.20     17.58       8401.5    342.06    229.43 2.32e-01     266.11     17.62  -9999.  -9999.  -9999.   -76.8190    39.0947  -9999.  -9999.  -9999.
1240.49  -9999.    236.99 4.55e+01      1.27     17.60       8407.9    341.74    229.33 2.30e-01     265.86     17.64  -9999.  -9999.  -9999.   -76.8188    39.0947  -9999.  -9999.  -9999.
1241.49  -9999.    236.95 4.52e+01      1.35     17.61       8415.1    341.39    229.23 2.28e-01     265.60     17.66  -9999.  -9999.  -9999.   -76.8186    39.0948  -9999.  -9999.  -9999.
1242.49  -9999.    236.91 4.48e+01      1.43     17.61       8422.8    341.01    229.11 2.25e-01     265.35     17.66  -9999.  -9999.  -9999.   -76.8184    39.0948  -9999.  -9999.  -9999.
1243.49  -9999.    236.87 4.42e+01      1.51     17.60       8430.7    340.62    228.96 2.22e-01     265.10     17.66  -9999.  -9999.  -9999.   -76.8182    39.0948  -9999.  -9999.  -9999.
1244.49  -9999.    236.82 4.37e+01      1.59     17.59       8438.3    340.25    228.80 2.18e-01     264.84     17.66  -9999.  -9999.  -9999.   -76.8180    39.0949  -9999.  -9999.  -9999.
1245.49  -9999.    236.78 4.32e+01      1.67     17.58       8445.2    339.91    228.65 2.15e-01     264.59     17.66  -9999.  -9999.  -9999.   -76.8178    39.0949  -9999.  -9999.  -9999.
1246.49  -9999.    236.74 4.28e+01      1.74     17.57       8451.5    339.60    228.53 2.12e-01     264.33     17.65  -9999.  -9999.  -9999.   -76.8176    39.0949  -9999.  -9999.  -9999.
1247.49  -9999.    236.71 4.24e+01      1.82     17.56       8457.5    339.31    228.42 2.10e-01     264.08     17.65  -9999.  -9999.  -9999.   -76.8175    39.0949  -9999.  -9999.  -9999.
1248.49  -9999.    236.68 4.21e+01      1.89     17.54       8463.3    339.03    228.32 2.08e-01     263.84     17.65  -9999.  -9999.  -9999.   -76.8173    39.0949  -9999.  -9999.  -9999.
1249.49  -9999.    236.64 4.17e+01      1.97     17.53       8469.3    338.73    228.21 2.06e-01     263.60     17.64  -9999.  -9999.  -9999.   -76.8171    39.0948  -9999.  -9999.  -9999.
1250.49  -9999.    236.60 4.12e+01      2.04     17.52       8475.9    338.41    228.05 2.03e-01     263.36     17.64  -9999.  -9999.  -9999.   -76.8169    39.0948  -9999.  -9999.  -9999.
1251.49  -9999.    236.55 4.05e+01      2.11     17.51       8483.4    338.05    227.85 1.98e-01     263.13     17.64  -9999.  -9999.  -9999.   -76.8167    39.0948  -9999.  -9999.  -9999.
1252.49  -9999.    236.49 3.97e+01      2.18     17.51       8491.2    337.66    227.62 1.94e-01     262.91     17.64  -9999.  -9999.  -9999.   -76.8165    39.0948  -9999.  -9999.  -9999.
1253.49  -9999.    236.44 3.90e+01      2.24     17.50       8498.9    337.29    227.39 1.89e-01     262.69     17.65  -9999.  -9999.  -9999.   -76.8162    39.0948  -9999.  -9999.  -9999.
